Revised_Source_Niche name
Environmental TEA_E2558
Environmental TEA_2099_2_1
Environmental TEA_E8492
Environmental TEA_E5456
Environmental TEA_H1508309
Environmental TEA_E7112
Environmental TEA_E7087
Environmental TEA_E7727
Environmental TEA_H1512649
Environmental TEA_E2048
Environmental TEA_E5938
Environmental TEA_E9870
Environmental TEA_E8621
Environmental TEA_E4712
Environmental TEA_Soil_3
Environmental TEA_E6249
Environmental TEA_E2549
Environmental TEA_E2038
Environmental TEA_E9661
Environmental TEA_Bris_2W
Environmental TEA_E2845
Environmental TEA_E8487
Environmental TEA_E6181
Environmental TEA_E8416
Environmental TEA_E9783
Environmental TEA_E1358
Environmental TEA_E7322
Environmental TEA_E2047
Environmental TEA_H1513183
Environmental TEA_E7553
Environmental TEA_E7185
Environmental TEA_E2810
Environmental TEA_E2062
Environmental TEA_327_7
Environmental TEA_E3676
Environmental AusGEM_01968
Environmental TEA_E7090
Environmental TEA_H1513189
Environmental TEA_E5976
Environmental TEA_E2004
Environmental TEA_E5562
Environmental TEA_E9844
Environmental TEA_YarraTap_3
Environmental TEA_E4963
Environmental TEA_E9180
Environmental TEA_E9213
Environmental TEA_E9872
Environmental TEA_E9208
Environmental TEA_E7242
Environmental TEA_E7180
Environmental TEA_E5633
Environmental TEA_E7542
Environmental TEA_E8600
Environmental TEA_E2013
Environmental TEA_E7615
Environmental TEA_Bris_5B
Environmental TEA_E5631
Environmental TEA_E2712
Environmental TEA_E8660
Environmental TEA_327_1
Environmental TEA_E7812
Environmental TEA_E4665
Environmental TEA_E7285
Environmental TEA_E5636
Environmental TEA_E7564
Environmental TEA_E2075
Environmental TEA_E8580
Environmental TEA_E2853
Environmental TEA_E7715
Environmental TEA_2099_1_2
Environmental TEA_E5021
Environmental TEA_E3885
Environmental TEA_E8383
Environmental TEA_E5548
Environmental TEA_E1426
Environmental TEA_E8848
Environmental TEA_E5939
Environmental TEA_E6389
Environmental TEA_H1513191_2
Environmental TEA_E2878
Environmental TEA_E2029
Environmental AUSMDU00056156
Environmental TEA_E2009
Environmental TEA_E4173
Environmental TEA_E9427
Environmental TEA_E4931
Environmental TEA_E5623
Environmental TEA_E5150
Environmental TEA_E2079
Environmental TEA_E5448
Environmental TEA_E9303
Environmental TEA_E7412
Environmental TEA_E2524
Environmental TEA_E2032
Environmental TEA_E4921
Environmental TEA_E8483
Environmental TEA_E7603
Environmental TEA_E5795
Environmental TEA_E2085
Environmental TEA_E7645
Environmental TEA_E5183
Environmental TEA_E9138
Environmental TEA_E2003
Environmental TEA_E9802
Environmental TEA_E9693
Environmental TEA_2106_2_1
Environmental TEA_E8085
Environmental TEA_E3809
Environmental TEA_E9781
Environmental TEA_E5129
Environmental TEA_E2061
Environmental TEA_E9319
Environmental TEA_E9742
Environmental TEA_Soil_2
Environmental TEA_E4206
Environmental TEA_E3340
Environmental TEA_E9207
Environmental TEA_Soil_4
Environmental TEA_E9866
Environmental TEA_H1512653_2
Environmental TEA_E4766
Environmental TEA_E5955
Environmental AUSMDU00037793
Environmental TEA_E3317
Environmental TEA_E4906
Environmental TEA_E5953
Environmental TEA_E6649
Environmental TEA_E2059
Environmental TEA_E2469
Environmental TEA_E8382
Environmental TEA_E3071
Environmental TEA_E1215
Environmental TEA_E2851
Environmental TEA_E2035
Environmental TEA_E8610
Environmental TEA_Soil_5
Environmental TEA_E9644
Environmental TEA_E7562
Environmental TEA_E4830
Environmental TEA_E4726
Environmental TEA_E2893
Environmental TEA_E5405
Environmental TEA_E2938
Environmental TEA_E9790
Environmental TEA_E8599
Environmental TEA_242_6_Brisbane
Environmental TEA_E4762
Environmental TEA_242_3_Brisbane
Environmental TEA_SYD_1_2
Environmental TEA_E4942
Environmental TEA_E2095
Environmental TEA_E2427
Environmental TEA_2099_1_1
Environmental TEA_E8659
Environmental TEA_E7207
Environmental TEA_E8856
Environmental TEA_E9273
Environmental TEA_E2508
Environmental TEA_GOOG6
Environmental TEA_E2016
Environmental TEA_Hunter
Environmental TEA_E7267
Environmental TEA_E3466
Environmental TEA_E5993
Environmental TEA_E8272
Environmental TEA_1863_3_1_WA_Bloom
Environmental TEA_E5381
Environmental TEA_E2590
Environmental TEA_E8279
Environmental TEA_E9791
Environmental TEA_E2018
Environmental TEA_E2606
Environmental TEA_E8766
Environmental TEA_E5629
Environmental TEA_E9890
Environmental TEA_E5356
Environmental TEA_E6062
Environmental TEA_E2844
Environmental TEA_E7355
Environmental TEA_E2711
Environmental TEA_E5359
Environmental TEA_E2065
Environmental TEA_E5753
Environmental TEA_E2074
Environmental TEA_E9182
Environmental TEA_E9465
Environmental TEA_E8488
Environmental TEA_E2540
Environmental TEA_E5476
Environmental TEA_E2726
Environmental TEA_E4150
Environmental TEA_E2476
Environmental TEA_H1512653_1
Environmental TEA_E8811
Environmental TEA_E8988
Environmental TEA_E9796
Environmental TEA_E4770
Environmental TEA_Soil_1
Environmental TEA_E4478
Environmental TEA_1330_2_1_WA_Bloom
Environmental TEA_Hinze_Dam1
Environmental TEA_E5628
Environmental TEA_E9432
Environmental TEA_E2848
Environmental TEA_E5545
Environmental TEA_H1512651
Environmental TEA_E9202
Livestock AusGEM_00235
Livestock AusGEM_00137
Livestock SRR14160917
Livestock AusGEM_00236
Livestock AusGEM_00096
Livestock AusGEM_00008
Livestock AusGEM_00917
Livestock AusGEM_00132
Livestock AusGEM_00239
Livestock AusGEM_00315
Livestock AusGEM_00269
Livestock AusGEM_00010
Livestock AusGEM_00045
Livestock TEA_B1858b
Livestock AusGEM_00262
Livestock AusGEM_00062
Livestock SRR14160912
Livestock AusGEM_00862
Livestock AusGEM_00945
Livestock SRR7790734
Livestock SRR14160840
Livestock SRR14160815
Livestock AusGEM_00130
Livestock SRR12398597
Livestock AusGEM_00240
Livestock AusGEM_00248
Livestock AusGEM_00992
Livestock SRR14160896
Livestock AusGEM_00161
Livestock AusGEM_00907
Livestock AusGEM_00094
Livestock SRR14160861
Livestock AusGEM_00050
Livestock AusGEM_00106
Livestock AusGEM_01010
Livestock SRR14160914
Livestock AusGEM_00035
Livestock AusGEM_00079
Livestock TEA_B1894
Livestock SRR1554983
Livestock AusGEM_00321
Livestock AusGEM_00131
Livestock SRR14160862
Livestock AusGEM_01031
Livestock AusGEM_00225
Livestock AusGEM_00136
Livestock SRR14160817
Livestock AusGEM_00164
Livestock AusGEM_00249
Livestock TEA_B1827
Livestock AusGEM_00211
Livestock AusGEM_00169
Livestock AusGEM_00285
Livestock AusGEM_00172
Livestock AusGEM_00124
Livestock AusGEM_00076
Livestock AusGEM_00165
Livestock AusGEM_00279
Livestock AusGEM_00156
Livestock AusGEM_00886
Livestock AusGEM_00150
Livestock AusGEM_00317
Livestock AusGEM_00117
Livestock AusGEM_00185
Livestock AusGEM_00999
Livestock AusGEM_00328
Livestock AusGEM_00088
Livestock TEA_B1866
Livestock SRR10065351
Livestock AusGEM_00326
Livestock AusGEM_01026
Livestock AusGEM_00089
Livestock AusGEM_00855
Livestock AusGEM_00044
Livestock AusGEM_00141
Livestock AusGEM_00153
Livestock AusGEM_00007
Livestock AusGEM_00957
Livestock AusGEM_00036
Livestock AusGEM_00899
Livestock AusGEM_00929
Livestock SRR14160903
Livestock AusGEM_01002
Livestock AusGEM_01024
Livestock AusGEM_00109
Livestock AusGEM_00259
Livestock AusGEM_00064
Livestock AusGEM_00278
Livestock AusGEM_00214
Livestock TEA_B1815
Livestock AusGEM_00980
Livestock TEA_B1075
Livestock AusGEM_00100
Livestock SRR12398591
Livestock AusGEM_00939
Livestock SRR12398596
Livestock TEA_B1925
Livestock AusGEM_00133
Livestock TEA_B1927
Livestock SRR10065349
Livestock AusGEM_00065
Livestock AusGEM_00011
Livestock AusGEM_00200
Livestock AusGEM_00292
Livestock AusGEM_00056
Livestock SRR14160799
Livestock AusGEM_00982
Livestock AusGEM_00297
Livestock AusGEM_00318
Livestock AusGEM_00325
Livestock AusGEM_00142
Livestock AusGEM_00287
Livestock AusGEM_00301
Livestock AusGEM_00069
Livestock AusGEM_00277
Livestock AusGEM_00037
Livestock SRR14160943
Livestock SRR14160880
Livestock AusGEM_00311
Livestock AusGEM_00264
Livestock AusGEM_00174
Livestock AusGEM_00012
Livestock AusGEM_00189
Livestock AusGEM_00281
Livestock AusGEM_00098
Livestock AusGEM_00043
Livestock AusGEM_00193
Livestock AusGEM_00135
Livestock AusGEM_00877
Livestock AusGEM_00144
Livestock SRR11886750
Livestock AusGEM_00934
Livestock AusGEM_00085
Livestock AusGEM_00282
Livestock AusGEM_00190
Livestock AusGEM_00983
Livestock AusGEM_00119
Livestock SRR7790720
Livestock AusGEM_00995
Livestock AusGEM_00120
Livestock SRR10065352
Livestock AusGEM_00058
Livestock AusGEM_01008
Livestock AusGEM_00197
Livestock AusGEM_00115
Livestock TEA_B1804
Livestock SRR14160821
Livestock AusGEM_00033
Livestock AusGEM_00952
Livestock AusGEM_00286
Livestock AusGEM_00168
Livestock TEA_B1049
Livestock SRR14160890
Livestock SRR14160928
Livestock AusGEM_00154
Livestock AusGEM_00900
Livestock SRR14160934
Livestock SRR7790718
Livestock TEA_B1895
Livestock AusGEM_00110
Livestock AusGEM_00212
Livestock SRR12398589
Livestock AusGEM_00105
Livestock AusGEM_00296
Livestock AusGEM_00307
Livestock SRR14160937
Livestock AusGEM_00329
Livestock AusGEM_00272
Livestock AusGEM_00002
Livestock AusGEM_00003
Livestock AusGEM_00976
Livestock AusGEM_00084
Livestock SRR12398601
Livestock AusGEM_00889
Livestock AusGEM_00331
Livestock SRR14160871
Livestock AusGEM_00242
Livestock AusGEM_00953
Livestock AusGEM_00175
Livestock AusGEM_00204
Livestock AusGEM_00027
Livestock TEA_B1851
Livestock AusGEM_00275
Livestock AusGEM_00312
Livestock TEA_B1811
Livestock SRR14160869
Livestock AusGEM_00267
Livestock AusGEM_00001
Livestock SRR14160906
Livestock AusGEM_00950
Livestock AusGEM_00183
Livestock AusGEM_00030
Livestock AusGEM_00969
Livestock AusGEM_00330
Livestock AusGEM_00332
Livestock AusGEM_00055
Livestock SRR7790719
Livestock AusGEM_00022
Livestock AusGEM_00891
Livestock AusGEM_00233
Livestock AusGEM_00243
Livestock TEA_B1801
Livestock AusGEM_00118
Livestock AusGEM_00911
Livestock AusGEM_00908
Livestock AusGEM_00960
Livestock AusGEM_00147
Livestock AusGEM_00228
Livestock AusGEM_00127
Livestock AusGEM_00903
Livestock AusGEM_01019
Livestock AusGEM_00210
Livestock AusGEM_00101
Livestock AusGEM_00244
Livestock TEA_B1928
Livestock AusGEM_00270
Livestock AusGEM_00209
Livestock SRR14160819
Livestock AusGEM_00266
Livestock AusGEM_00261
Livestock TEA_B1939
Livestock SRR14160910
Livestock TEA_B1809
Livestock SRR14160889
Livestock SRR12398600
Livestock AusGEM_00073
Livestock AusGEM_00108
Livestock AusGEM_00201
Livestock AusGEM_00971
Livestock SRR7612197
Livestock SRR14160936
Livestock AusGEM_00925
Livestock AusGEM_00914
Livestock AusGEM_00238
Livestock AusGEM_00324
Livestock AusGEM_00104
Livestock AusGEM_00177
Livestock AusGEM_00977
Livestock AusGEM_00935
Livestock AusGEM_00295
Livestock SRR14160825
Livestock AusGEM_00097
Livestock AusGEM_00937
Livestock AusGEM_00863
Livestock AusGEM_00958
Livestock SRR7790754
Livestock TEA_B1853
Livestock AusGEM_00986
Livestock AusGEM_00159
Livestock AusGEM_00116
Livestock AusGEM_00246
Livestock AusGEM_00274
Livestock AusGEM_00181
Livestock TEA_B1951
Livestock AusGEM_00873
Livestock TEA_B1930
Livestock AusGEM_00335
Livestock AusGEM_01030
Livestock SRR14160850
Livestock AusGEM_00232
Livestock AusGEM_00213
Livestock SRR14160806
Livestock AusGEM_00852
Livestock TEA_B1675
Livestock AusGEM_00258
Livestock SRR7790735
Livestock AusGEM_00949
Livestock AusGEM_00905
Livestock SRR14160829
Livestock AusGEM_00866
Livestock AusGEM_00898
Livestock AusGEM_00226
Livestock AusGEM_00009
Livestock AusGEM_00122
Livestock AusGEM_00014
Livestock AusGEM_00247
Livestock AusGEM_00890
Livestock AusGEM_00139
Livestock AusGEM_00140
Livestock SRR14160876
Livestock AusGEM_01015
Livestock AusGEM_00192
Livestock SRR14160920
Livestock AusGEM_00990
Livestock AusGEM_00334
"Wild Animal" TEA_TA423
"Wild Animal" TEA_B1636
"Wild Animal" TEA_B1654
"Wild Animal" TEA_B1521
"Wild Animal" TEA_M688
"Wild Animal" AusGEM_01521
"Wild Animal" AusGEM_01654
"Wild Animal" TEA_POSS_33
"Wild Animal" SRR7724805
"Wild Animal" AusGEM_01522
"Wild Animal" AusGEM_01810
"Wild Animal" AusGEM_01746
"Wild Animal" TEA_M651
"Wild Animal" TEA_M1198
"Wild Animal" AusGEM_01477
"Wild Animal" SRR7724788
"Wild Animal" AusGEM_01848
"Wild Animal" AusGEM_01094
"Wild Animal" TEA_B1761
"Wild Animal" TEA_B1201
"Wild Animal" AusGEM_01475
"Wild Animal" TEA_B1568
"Wild Animal" AusGEM_01760
"Wild Animal" AusGEM_01603
"Wild Animal" AusGEM_01859
"Wild Animal" AusGEM_01698
"Wild Animal" AusGEM_01478
"Wild Animal" AusGEM_01496
"Wild Animal" TEA_M747
"Wild Animal" AusGEM_01750
"Wild Animal" AusGEM_01505
"Wild Animal" AusGEM_01088
"Wild Animal" SRR11355592
"Wild Animal" AusGEM_01674
"Wild Animal" AusGEM_01671
"Wild Animal" AusGEM_01474
"Wild Animal" AusGEM_01476
"Wild Animal" AusGEM_01803
"Wild Animal" AusGEM_01524
"Wild Animal" AusGEM_01043
"Wild Animal" SRR7724637
"Wild Animal" TEA_TA092
"Wild Animal" TEA_M1213b
"Wild Animal" AusGEM_01523
"Wild Animal" AusGEM_01821
"Wild Animal" SRR7724768
"Wild Animal" AusGEM_01508
"Wild Animal" AusGEM_01691
"Wild Animal" SRR7724632
"Wild Animal" AusGEM_01700
"Wild Animal" AusGEM_01808
"Wild Animal" SRR11341617
"Wild Animal" AusGEM_01694
"Wild Animal" AusGEM_01802
"Wild Animal" TEA_TA447
"Wild Animal" SRR11355593
"Wild Animal" TEA_B1726
"Wild Animal" SRR7724726
"Wild Animal" TEA_B472
"Wild Animal" SRR7724598
"Wild Animal" AusGEM_01533
"Wild Animal" AusGEM_01620
"Wild Animal" SRR7724758
"Wild Animal" AusGEM_01606
"Wild Animal" AusGEM_01838
"Wild Animal" SRR7724720
"Wild Animal" AusGEM_01720
"Wild Animal" AusGEM_01734
"Wild Animal" TEA_B486
"Wild Animal" AusGEM_01690
"Wild Animal" AusGEM_01561
"Wild Animal" TEA_B1756
"Wild Animal" SRR11341604
"Wild Animal" SRR7724667
"Wild Animal" AusGEM_01481
"Wild Animal" SRR11355588
"Wild Animal" SRR7724828
"Wild Animal" AusGEM_01661
"Wild Animal" SRR7724731
"Wild Animal" AusGEM_01685
"Wild Animal" AusGEM_01502
"Wild Animal" TEA_M919
"Wild Animal" TEA_B948
"Wild Animal" SRR11341596
"Wild Animal" TEA_TA120
"Wild Animal" TEA_B1665
"Wild Animal" SRR11341652
"Wild Animal" AusGEM_01804
"Wild Animal" SRR7724605
"Wild Animal" TEA_POSS_24
"Wild Animal" AusGEM_01480
"Wild Animal" TEA_TA341
"Wild Animal" AusGEM_01064
"Wild Animal" AusGEM_01842
"Wild Animal" AusGEM_01569
"Wild Animal" AusGEM_01643
"Wild Animal" AusGEM_01707
"Wild Animal" TEA_B977
"Wild Animal" TEA_TA317
"Wild Animal" SRR11355585
"Wild Animal" SRR7724694
"Wild Animal" AusGEM_01825
"Wild Animal" AusGEM_01634
"Wild Animal" TEA_B172
"Wild Animal" AusGEM_01807
"Wild Animal" TEA_M558
"Wild Animal" SRR7724745
"Wild Animal" TEA_B1663
"Wild Animal" TEA_B952
"Wild Animal" TEA_B1837
"Wild Animal" TEA_TA373
"Wild Animal" TEA_B721
"Wild Animal" SRR7724616
"Wild Animal" AusGEM_01684
"Wild Animal" AusGEM_01507
"Wild Animal" AusGEM_01828
"Wild Animal" TEA_B264
"Wild Animal" SRR7724658
"Wild Animal" AusGEM_01858
"Wild Animal" TEA_B1510
"Wild Animal" AusGEM_01703
"Wild Animal" SRR7724779
"Wild Animal" TEA_MISC_766
"Wild Animal" AusGEM_01587
"Wild Animal" TEA_B1749
"Wild Animal" AusGEM_01818
"Wild Animal" AusGEM_01658
"Wild Animal" AusGEM_01731
"Wild Animal" AusGEM_01486
"Wild Animal" AusGEM_01693
"Wild Animal" TEA_M549
"Wild Animal" AusGEM_01538
"Wild Animal" TEA_B1794
"Wild Animal" AusGEM_01491
"Wild Animal" TEA_B525
"Wild Animal" AusGEM_01824
"Wild Animal" TEA_B1704
"Wild Animal" AusGEM_01682
"Wild Animal" AusGEM_01651
"Wild Animal" SRR7724762
"Wild Animal" AusGEM_01870
"Wild Animal" TEA_TA455
"Wild Animal" AusGEM_01487
"Wild Animal" AusGEM_01670
"Wild Animal" TEA_B050
"Wild Animal" AusGEM_01623
"Wild Animal" AusGEM_01609
"Wild Animal" AusGEM_01762
"Wild Animal" AusGEM_01495
"Wild Animal" TEA_B1546
"Wild Animal" AusGEM_01655
"Wild Animal" SRR11355611
"Wild Animal" SRR11355596
"Wild Animal" AusGEM_01788
"Wild Animal" AusGEM_01575
"Wild Animal" AusGEM_01457
"Wild Animal" AusGEM_01537
"Wild Animal" AusGEM_01714
"Wild Animal" AusGEM_01829
"Wild Animal" SRR7724563
"Wild Animal" AusGEM_01717
"Wild Animal" SRR7724841
"Wild Animal" AusGEM_01748
"Wild Animal" AusGEM_01712
"Wild Animal" AusGEM_01757
"Wild Animal" TEA_B1743
"Wild Animal" AusGEM_01560
"Wild Animal" AusGEM_01711
"Wild Animal" AusGEM_01794
"Wild Animal" AusGEM_01631
"Wild Animal" TEA_B1685
"Wild Animal" AusGEM_01531
"Wild Animal" TEA_B1598
"Wild Animal" AusGEM_01759
"Wild Animal" AusGEM_01551
"Wild Animal" AusGEM_01845
"Wild Animal" SRR7724749
"Wild Animal" AusGEM_01758
"Wild Animal" AusGEM_01847
"Wild Animal" SRR11341641
"Wild Animal" AusGEM_01657
"Wild Animal" SRR7724709
"Wild Animal" TEA_B1708
"Wild Animal" SRR11341610
"Wild Animal" AusGEM_01663
"Wild Animal" TEA_TA350
"Wild Animal" TEA_B1700
"Wild Animal" TEA_B547
"Wild Animal" TEA_POSS_76
"Wild Animal" AusGEM_01659
"Wild Animal" SRR11341647
"Wild Animal" SRR11355597
"Wild Animal" AusGEM_01754
"Wild Animal" AusGEM_01625
"Wild Animal" AusGEM_01461
"Wild Animal" AusGEM_01660
"Wild Animal" TEA_TA059
"Wild Animal" TEA_B1716
"Wild Animal" AusGEM_01549
"Wild Animal" AusGEM_01525
"Wild Animal" SRR7724617
"Wild Animal" AusGEM_01500
"Wild Animal" SRR11355590
"Wild Animal" SRR11355617
"Wild Animal" AusGEM_01822
"Wild Animal" AusGEM_01672
"Wild Animal" TEA_M662
"Wild Animal" SRR7724739
"Wild Animal" AusGEM_01650
"Wild Animal" TEA_M094
"Wild Animal" SRR11341623
"Wild Animal" AusGEM_01766
"Wild Animal" AusGEM_01702
"Wild Animal" SRR7724706
"Wild Animal" TEA_B004
"Wild Animal" AusGEM_01811
"Wild Animal" TEA_R200
"Wild Animal" SRR7724573
"Wild Animal" TEA_B564
"Wild Animal" AusGEM_01466
"Wild Animal" SRR7724629
"Wild Animal" AusGEM_01078
"Wild Animal" AusGEM_01667
"Wild Animal" AusGEM_01540
"Wild Animal" SRR7724822
"Wild Animal" AusGEM_01776
"Wild Animal" AusGEM_01042
"Wild Animal" TEA_M608
"Wild Animal" AusGEM_01692
